time,line,emotion,score
2049.582,"as you once believed in me, I will now believe in myself.",neutral,0.6599209308624268
2054.032,[sword clatters],anger,0.6891037821769714
2055.794,[guards gasp],fear,0.4560058116912842
2057.741,Huh?,surprise,0.9353686571121216
2059.309,- Wait. What? - [all laughing],surprise,0.7367338538169861
2063.878,- [groans] - Ooh!,surprise,0.8552021980285645
2065.22,"[screams, grunts]",anger,0.6335684061050415
2067.96,"[groans, grunts]",disgust,0.7714391946792603
2069.561,Whoa! What's happening? Whoa!,surprise,0.8924353718757629
2072.569,- [Sadness gasps] - [Anger laughing],sadness,0.9640088081359863
2073.939,[groaning],disgust,0.696918249130249
2076.041,No...,neutral,0.6672439575195312
2077.177,"Dave, help! Help!",fear,0.47690704464912415
2078.309,Hold on!,anger,0.9201501607894897
2079.918,[cop] Dave!,surprise,0.4966382384300232
2082.89,Lance!,joy,0.47473546862602234
2084.226,"[Lance] Goodbye, friends.",sadness,0.6825355887413025
2085.357,"Hello, destiny!",neutral,0.5814235210418701
2087.664,"Well, there's a lid for every pot.",neutral,0.9445416927337646
2089.232,Come on!,anger,0.7241723537445068
2092.135,[Fear] What do we do? What do we do?,fear,0.9771707057952881
2093.512,"Whoa, Anger, stop. Where are you going?",anger,0.9168105125427246
2095.472,"Um, back to Headquarters, to help Riley!",anger,0.33881494402885437
2098.285,Riley's not up there.,neutral,0.7542416453361511
2099.88,She's out there.,neutral,0.365145206451416
2101.384,We can't go back without her Sense of Self.,neutral,0.8216028809547424
2104.096,You want us to go all the way to the Back of the Mind?,surprise,0.3680773377418518
2107.568,Are you out of your mind?,anger,0.4900984764099121
2109.836,"But, Joy, how will we...",neutral,0.48147305846214294
2111.171,- [male cop] Freeze! - Come on!,anger,0.3216153681278229
2112.315,[male cop] Hold it right there!,anger,0.8465994596481323
2113.379,[siren wailing],fear,0.39364203810691833
2114.92,"[scoffs] How do we get there? Do you even have a plan, Joy?",surprise,0.3045929968357086
2117.988,I bet Anxiety would have a really good plan...,neutral,0.5423968434333801
2120.763,Of course I have a plan. Who doesn't have a plan?,neutral,0.8983296155929565
2122.693,"Look, she's not the only one who can project the future.",disgust,0.43652480840682983
2125.265,"First, all we have to do is, uh...",neutral,0.876930296421051
2128.576,<i>Give me a second.</i>,neutral,0.8536059856414795
2130.21,"<i>Ooh! Follow the stream of consciousness,</i>",surprise,0.9260124564170837
2132.721,"<i>and then we take a nice, easy float</i>",neutral,0.9374491572380066
2134.45,<i>all the way to the Back of the Mind.</i>,neutral,0.8686316609382629
2135.761,[Fear] <i>Where all the bad memories are.</i>,fear,0.985771656036377
2137.155,"[Joy] <i>Exactly. And there,</i>",neutral,0.8945115804672241
2138.458,<i>we'll find the Riley we know and love.</i>,neutral,0.9423100352287292
2141.199,"<i>We'll put her Sense of Self back,</i>",neutral,0.9371907711029053
2142.773,<i>and then Riley will be Riley again.</i>,neutral,0.8491562008857727
2144.777,"[Fear] <i>Okay, I'm gonna give it to you.</i>",fear,0.984745979309082
2146.04,<i>That could actually work.</i>,neutral,0.6552007794380188
2147.24,"[Joy] <i>Yeah, it could!</i>",joy,0.40523865818977356
2148.644,"<i>And then I tell Anxiety, ""Hey, don't worry so much anymore.""</i>",fear,0.9252138733863831
2152.619,"<i>And she'll say, ""Wow, Joy, I never thought</i>",surprise,0.9754691123962402
2155.025,"<i>""of that before. Thank you.""</i>",neutral,0.5595046281814575
2156.428,<i>And then we hug and become best friends...</i>,joy,0.539849042892456
2157.794,[Anger] <i>And then I punt her into the dump.</i>,anger,0.9823740720748901
2160.467,"- [Anxiety screaming] - What? No, Anger.",anger,0.813969612121582
2161.607,"Okay, fine. No punting.",anger,0.5561390519142151
2164.884,"Don't worry, I know right where the stream is.",fear,0.4217860698699951
2167.019,Sadness and I have been here before. Oh.,sadness,0.9783819913864136
2169.658,"[Disgust] Joy, this is a dead end.",disgust,0.9773215651512146
2171.664,Those are the worst kinds of ends!,disgust,0.9777116775512695
2174.297,Everything's changing so fast! [crying],anger,0.5142875909805298
2177.934,"So, we're lost.",neutral,0.38924458622932434
2179.208,No. You're never lost if you're having fun.,neutral,0.7909471392631531
2181.648,"No one is having fun, Joy.",neutral,0.603912353515625
2183.08,"Oh, come on! Look at Sadness.",sadness,0.7816981673240662
2184.72,She's having a great time.,joy,0.8963115811347961
2186.29,[crying],disgust,0.6300959587097168
2187.686,I thought you knew where you were going.,surprise,0.8146759271621704
2189.33,I do. I did.,neutral,0.8698455691337585
2190.526,- I just need a moment. - She doesn't know.,surprise,0.4635654389858246
2192.238,We're stuck here!,anger,0.4523290991783142
2194.44,"Oh, Riley's awake.",surprise,0.46549877524375916
2196.211,"Wait, she's up too early. What are they doing to her?",neutral,0.5979618430137634
2198.682,"Come on, we'll find another way.",neutral,0.8894645571708679
2202.285,"Don't worry, Riley. We're coming.",fear,0.613976776599884
2206.3,[memories clinking],neutral,0.8697739839553833
2208.061,[breathing heavily],disgust,0.7270299196243286
2210.339,[Ennui sighs],sadness,0.6189755797386169
2211.475,Why are we up so early?,surprise,0.54707270860672
2213.705,"Because, <i>mon ami,</i> we need to speed things up,",neutral,0.8615825176239014
2216.246,"and that means we hit the ice early,",neutral,0.8179417252540588
2217.715,<i>and practice like we've never practiced before.</i>,neutral,0.908867597579956
2220.42,[Ennui] <i>Aren't we already good at hockey?</i>,neutral,0.5611358880996704
2222.155,[Envy] <i>We're good.</i>,joy,0.5543097853660583
2223.427,- But the Fire Hawks are great. - That's right!,joy,0.6222139596939087
2227.207,"[grunts, groans]",disgust,0.7476766705513
2229.47,"[Anxiety] <i>Every time we miss,</i>",fear,0.9492488503456116
2230.638,<i>we skate a lap around the rink.</i>,neutral,0.862198531627655
2231.815,"Hockey is not a game, it is a sport.",neutral,0.7569419145584106
2234.045,[Riley grunts],disgust,0.7054954171180725
2243.766,[grunts],neutral,0.6844353079795837
2245.334,- Yes! - [Envy] <i>Wow.</i>,surprise,0.9118228554725647
2247.17,That was amazing.,surprise,0.8683834075927734
2248.44,We need to be that good every time.,neutral,0.9396215677261353
2250.518,Let's run it again.,neutral,0.9169244170188904
2252.013,"Hey, I see I'm not the only one who likes to start early.",neutral,0.5491690635681152
2253.79,"[Anxiety] <i>You guys, it's Val!</i>",fear,0.9630137085914612
2255.121,We had the same idea.,neutral,0.9215912222862244
2256.389,We're basically the same person.,neutral,0.9471849203109741
2257.764,We're gonna be best friends.,joy,0.7042890787124634
2259.295,How long have you been here?,neutral,0.7264200448989868
2260.737,I don't know. Maybe an hour.,neutral,0.8557683229446411
2262.7,I just wanted to get in some extra ice time.,neutral,0.7528699636459351
2265.271,I'm the same way.,neutral,0.9360796809196472
2266.411,"[Anxiety] <i>Oh, my gosh. She gets us.</i>",fear,0.9512462615966797
2268.02,See? I told the other girls you'd figure it out.,neutral,0.4938103258609772
2270.419,You get what it takes to be the best.,neutral,0.9342581033706665
2274.993,Look at us.,disgust,0.4570436179637909
2276.195,This is going great!,joy,0.9102630019187927
2277.907,Yeah! But we need Val to really like us.,joy,0.5543895363807678
2280.571,"Oh, we should ask Val lots of questions.",neutral,0.8279909491539001
2282.707,People love talking about themselves.,joy,0.550434410572052
2284.416,"So, what was your freshman year on the Fire Hawks like?",neutral,0.8272714614868164
2287.715,"I mean, it was a lot of work,",disgust,0.40274205803871155
2290.521,"like, a lot... [chuckles]",neutral,0.8586475849151611
2292.033,but it's also how I met my best friends.,joy,0.6839488744735718
2294.431,Val is sharing things with us!,joy,0.652439534664154
2296.572,"Hey, a few of us are just gonna hang out tonight,",joy,0.5279877781867981
2298.714,order some food. You should come.,neutral,0.6934165358543396
2300.809,Oh! An exclusive invitation. [chuckles],surprise,0.8087917566299438
2303.279,We're going!,anger,0.3789463937282562
2304.625,- Really? - Definitely.,surprise,0.9268639087677002
2306.055,It'll be fun.,joy,0.9670792818069458
2307.261,"[coach] All right, ladies, let's warm up.",neutral,0.7669275403022766
2310.535,"Hey, Riley.",neutral,0.4530254602432251
2311.8,Hi.,neutral,0.8685224652290344
2312.875,We are not sharing Val with them.,neutral,0.6621987223625183
2314.835,[grunts] Early mornings make me so hungry.,disgust,0.47240856289863586
2317.043,"I know, right?",disgust,0.3494226336479187
2318.417,I'd give anything for a piece of pizza right now.,neutral,0.7512854337692261
2320.785,Yes!,anger,0.5300906896591187
2321.692,See? I told you I'd find it.,surprise,0.4893828332424164
2323.663,The Stream of Consciousness.,neutral,0.7612677216529846
2325.088,"- [Sadness] But, Joy... - Wow! Our girl is hungry.",sadness,0.7676763534545898
2328.133,Hop on something delicious!,joy,0.5829974412918091
2329.366,"- Joy... - Ooh, deep dish.",surprise,0.46675828099250793
2330.7,[chuckles] And it's still warm.,neutral,0.8443561792373657
2332.58,"Extra cheese, baby!",joy,0.4358792304992676
2334.176,"Sadness, come on.",sadness,0.9658529758453369
2335.249,But I've been trying to tell you.,neutral,0.7463798522949219
2336.68,"We can't take the tube back, Joy.",sadness,0.8094260096549988
2338.983,Someone has to be at the console to recall us.,neutral,0.9275984764099121
2341.732,She's right. We'd be stranded.,neutral,0.7952975034713745
2343.793,Yeah. Anxiety would have thought about that.,fear,0.761879026889801
2345.397,"Well, I doubt it. Fine.",disgust,0.3973543345928192
2347.035,Okay. Uh...,neutral,0.662619411945343
2348.64,"So, someone's gonna have to crawl up that tube,",disgust,0.45316049456596375
2351.575,"and go back to Headquarters,",neutral,0.9405931830406189
2352.92,"and at the right moment, bring us back.",neutral,0.8323158025741577
2354.716,"Oh, I'll do it. I'll pound that...",neutral,0.4210413098335266
2356.517,"I don't think so, punty.",disgust,0.8745414614677429
2357.89,"- Okay, here's the thing. - You were never an option.",neutral,0.5478273630142212
2359.532,Thank you.,neutral,0.6663592457771301
2360.795,You want me to crawl through a tube in this?,disgust,0.42703455686569214
2363.069,"Yeah, not happening.",sadness,0.4233863651752472
2367.143,"[gasps] Oh, no, not me.",surprise,0.2908325791358948
2369.952,"Yes! Sadness, you could do it.",sadness,0.9713181853294373
2371.849,You know the console better than anybody.,neutral,0.9123538136482239
2374.094,You've read the manuals cover to cover.,neutral,0.966701328754425
2376.358,"I mean, you say that,",disgust,0.5868551731109619
2377.798,"but I know a lot less about Manual 28, Chapter Seven,",neutral,0.8868043422698975
2381.372,"""How to Recall Non-Memory Objects""",neutral,0.9087916016578674
2383.174,than most folks realize.,surprise,0.7555719614028931
2384.809,"You've proven my point for me, Sadness.",sadness,0.9788703918457031
2386.543,That sounds like a yes.,neutral,0.8839907646179199
2387.715,[man on radio] <i>Where is everybody?</i>,neutral,0.546583890914917
2388.757,<i>You on break again?</i>,surprise,0.41342249512672424
2390.018,Ooh! Walkie-talkies. Here. Check-check-check.,surprise,0.7471500039100647
2392.064,Can you hear me? I gotta press a button.,anger,0.2992612421512604
2393.398,"<i>Go for Joy. Copy that. Over.</i> Oh, I love 'em!",joy,0.7713515758514404
2395.895,"We'll signal you when we get there,",neutral,0.8479742407798767
2397.371,- and then you bring us back. - Oh...,neutral,0.5802753567695618
2399.236,"[Joy] Sadness, it's the fastest way back to Headquarters.",sadness,0.9553351402282715
2401.507,"Joy, I can't do it.",sadness,0.8090531826019287
2402.642,I'm not strong like you are.,neutral,0.5238895416259766
2405.184,"I know you, Sadness.",sadness,0.966215968132019
2406.625,You are strong.,neutral,0.884731650352478
2408.185,"I can't give you specific examples right now,",neutral,0.8600124716758728
2411.261,but you got this.,surprise,0.7335121631622314
2413.865,- [Joy grunts] - [Sadness whimpers],sadness,0.9755257368087769
2414.999,Just don't look down and keep moving.,neutral,0.5438619256019592
2416.978,"[Sadness] Yeah, I can do it.",sadness,0.9527604579925537
2418.705,[crying hysterically],joy,0.4580814838409424
2421.711,She'll be okay. Right?,neutral,0.6286633014678955
2423.449,"Uh, fifty-fifty.",neutral,0.5166869163513184
2425.322,Mmm! You want one?,surprise,0.8362168669700623
2428.33,But we hate those things.,disgust,0.4873832166194916
2429.53,They taste like cardboard.,disgust,0.8931896686553955
2431.231,- [Embarrassment groaning] - We can't say no to Val.,disgust,0.9785727262496948
2433.67,"Okay, no, you're so right.",neutral,0.4801439344882965
2435.641,We eat whatever Val eats.,neutral,0.8441200852394104
2437.018,- That's the spirit! - Whoo!,surprise,0.8454134464263916
2438.618,"Envy, I think you're really in the zone.",surprise,0.7229872345924377
2440.984,"Take the wheel, I'll be right back.",neutral,0.8555533289909363
2442.419,"She picked me! She picked me. Did you see that, Ennui?",anger,0.4004879593849182
2444.359,She picked me.,neutral,0.6190274357795715
2445.432,You care too much about things.,neutral,0.8168678879737854
2447.398,Mmm. Mmm-hmm.,neutral,0.8989776968955994
2449.803,It's got a very interesting texture.,neutral,0.7394168376922607
2452.607,It tastes like... Mmm...,neutral,0.728473961353302
2455.011,What does it remind me of? Um...,neutral,0.5999724864959717
2458.05,Cardboard? Asparagus? Broccoli?,neutral,0.8042080998420715
2461.662,What are they doing to her up there?,surprise,0.33459603786468506
2463.467,"I don't know, but we have to go.",neutral,0.6172541975975037
2464.939,No! No way am I step...,anger,0.5572016835212708
2466.166,- We have to. Riley needs us. - [groans],neutral,0.808071494102478
2469.11,"Okay, fine!",anger,0.8589566946029663
2470.277,Ugh. Ew! Ew!,disgust,0.950867235660553
2472.111,- [Fear whimpering] - [Joy grunts],fear,0.9632953405380249
2473.553,Gross. I think I'm gonna be sick.,disgust,0.8840563893318176
2476.722,[♪ dramatic music playing],joy,0.6396477818489075
2482.499,[crackling],anger,0.5072534084320068
2488.98,"[Riley echoing] <i>If I'm good at hockey,</i>",neutral,0.9063811302185059
2490.454,- <i>I'll have friends.</i> - [chuckles],joy,0.6989428997039795
2492.695,[crackles],anger,0.3968757092952728
2495.524,[warbles weakly],neutral,0.5642940402030945
2498.301,[indistinct shouting],neutral,0.5838102102279663
2499.4,[player grunts],anger,0.41942793130874634
2500.974,Whoo!,surprise,0.8172371983528137
2501.904,"- Yeah! - Okay, Miss Riley.",anger,0.4069131910800934
2503.14,"- Way to go, Michigan. - Nice one, Michigan.",joy,0.6833210587501526
2504.251,"All right, ladies. Great day today.",joy,0.9276683330535889
2506.647,Take it easy tonight.,neutral,0.9162816405296326
2508.183,Yes! This is the moment we've been waiting for.,surprise,0.5537467002868652
2510.892,<i>Party time with Val and our future besties!</i>,joy,0.9421688914299011
2514.636,<i>Why are we stopping? What's going on?</i>,anger,0.4999786615371704
2516.402,[Dani] There it is.,neutral,0.8835005760192871
2518.174,The red notebook.,neutral,0.4033471643924713
2519.843,Don't say it like that. You'll freak her out.,fear,0.5029427409172058
2522.316,Why would it freak me out?,anger,0.5946934819221497
2523.615,"Mmm, only because everything",neutral,0.8986013531684875
2524.786,Coach thinks about you is in there.,neutral,0.5379975438117981
2526.422,The good and the bad.,disgust,0.8073010444641113
2528.221,Whether she wants you on the team...,neutral,0.641945481300354
2530.598,"- Or not. - You guys, too much.",neutral,0.7375551462173462
2532.166,- What? It's the truth. - [chuckles] She's not wrong.,surprise,0.5531474351882935
2535.103,What do you think she's written about us?,surprise,0.5954848527908325
2536.941,I don't know. Do you think it's bad?,disgust,0.41208207607269287
2538.876,"Well, I didn't until now!",surprise,0.7011736035346985
2541.014,What if she's made a list of,surprise,0.5308552384376526
2542.316,"all her favorite players, and we're not on it?",surprise,0.7693111896514893
2543.79,"Or a list of all the worst players,",disgust,0.963754415512085
2545.426,and we're at the top?,surprise,0.9469916224479675
2546.565,"Or worse, we're not on either list,",disgust,0.8768178224563599
2548.136,and we fade into obscurity!,sadness,0.5378891229629517
2550.466,"Uh, sorry to interrupt you, but they're walking away.",sadness,0.8406787514686584
2553.073,"[Anxiety exclaims] <i>We're losing them,</i>",fear,0.8934630751609802
2554.411,<i>we're losing them.</i>,sadness,0.8446429967880249
2556.983,[Anxiety] <i>Okay. First big hang with the group.</i>,fear,0.9764356017112732
2559.049,<i>We just gotta act casual.</i>,neutral,0.7560734748840332
2561.158,"<i>Uh, why do our arms swing like that when we walk?</i>",neutral,0.4631326496601105
2563.662,[Envy] <i>Try to keep them still.</i>,neutral,0.9003288745880127
2565.264,- [Anxiety] <i>That looks crazy.</i> - [Envy] <i>Okay.</i>,fear,0.9605254530906677
2567.069,"[Envy] Well, walk like Dani. Her arms have rhythm.",neutral,0.9301482439041138
2570.271,"[Anxiety] <i>No, you're making it worse!</i>",fear,0.7472862601280212
2572.011,"[Envy] <i>Well, that wasn't my intention.</i>",neutral,0.45371612906455994
2573.211,<i>I'm sorry for trying something!</i>,sadness,0.7833423614501953
2575.02,"[Ennui] <i>Uh, what do you think pockets are for?</i>",neutral,0.8521493673324585
2577.093,"[Envy] <i>Oh, that's good.</i>",joy,0.9406723976135254
2578.354,"[Anxiety] <i>Ennui, I am very proud of you.</i>",fear,0.8966120481491089
2579.757,[all laughing],joy,0.6461085081100464
2581.063,[Envy] <i>What are they laughing about?</i>,neutral,0.756933867931366
2582.395,Does anybody know what cool people laugh about?,neutral,0.6032694578170776
2584.037,I don't know. We were too focused on the arms thing.,neutral,0.5874220132827759
2585.771,Just pretend we get the joke.,neutral,0.7291387319564819
2587.506,[laughs],neutral,0.4953087270259857
2590.647,[Embarrassment groans],disgust,0.978752076625824
2594.385,"[Fear] Joy, Anger is taking up the floret.",anger,0.8368146419525146
2597.498,"Fear, what is the matter with you?",fear,0.9790842533111572
2598.961,I don't like this vessel.,disgust,0.8717485666275024
2600.337,"Well, that's all we have.",neutral,0.9510790109634399
2601.441,How much longer till we get there?,neutral,0.7925490736961365
2602.873,We'll get there when we get there.,neutral,0.9635436534881592
2604.308,"I bet Anxiety would know how long, down to the minute.",neutral,0.792874276638031
2606.44,"Well, she just knows everything, doesn't she?",neutral,0.6477895379066467
2608.585,"Look, I don't like her words,",anger,0.5068930387496948
2609.752,and I do not like her actions.,anger,0.44019025564193726
2611.019,I just think I can change her.,neutral,0.8238811492919922
2612.352,You know what? Who likes banana bread?,neutral,0.740064799785614
2614.957,Show of hands.,disgust,0.6226882338523865
2616.369,[indistinct conversation],neutral,0.8791459798812866
2619.742,"So, Michigan, who's your favorite band?",neutral,0.6909819841384888
2622.311,Uh...,neutral,0.7905620336532593
2623.812,Everyone's staring at us.,disgust,0.5467314124107361
2625.149,There's only one right answer to this question.,neutral,0.9364504814147949
2627.89,Oh! Get Up and Glow! They're so awesome.,joy,0.7639951109886169
2630.559,Get Up and Glow!,neutral,0.7753167152404785
2631.931,I was all over them in middle school.,fear,0.42283114790916443
2634.33,"- [Dani] Are you serious? - [Valentina] Yeah,",surprise,0.58545982837677
2635.604,I was a Glow Girly. Relax.,joy,0.914365828037262
2637.271,"No! We need a band they think is cool,",anger,0.4413653314113617
2639.744,not one we actually like.,disgust,0.5570403933525085
2641.047,"Quick, recall everything we know about music.",neutral,0.9260823726654053
2643.485,[whirring],neutral,0.6336753964424133
2646.193,Uh-oh!,surprise,0.6112529039382935
2648.398,[Sadness screaming],sadness,0.9800729155540466
2650.498,[grunts],neutral,0.6844353079795837
2652.271,[grunting],disgust,0.5870199203491211
2655.773,[screaming],fear,0.9269857406616211
2659.314,"We have to know one cool song, right?",neutral,0.7660507559776306
2662.089,- [Sadness grunts] - [memories clattering],sadness,0.9784481525421143
2664.224,- [man] <i>♪ TripleDent gum ♪</i> - [woman] <i>♪ Will make you smile ♪</i>,joy,0.9106292128562927
2666.096,"Embarrassment, get that out of there!",disgust,0.7528641819953918
2667.43,"Come on, there's gotta be something in here.",disgust,0.3988294303417206
2668.771,"[Envy] I'm looking, I'm looking.",neutral,0.6952894926071167
2670.173,"[Anxiety] Something better, something cool. Come on.",fear,0.6979449987411499
2670.902,"No, not that. No.",neutral,0.7270830273628235
2673.646,This is the best we have!,surprise,0.4258657395839691
2674.883,It's mostly jingles and Dad's yacht rock.,neutral,0.9018600583076477
2677.382,"But, I mean, you don't still like",disgust,0.6246472597122192
2679.624,"Get Up and Glow, do you?",neutral,0.5475913286209106
2681.39,"Okay, don't panic. What do we do?",fear,0.9764310717582703
2683.259,"If we don't like their music,",anger,0.5298368334770203
2684.632,we have nothing,neutral,0.5681553483009338
2685.806,- to offer these girls. - [Ennui groans],neutral,0.7333422899246216
2686.838,We'll be outed as the imposter,neutral,0.9346548914909363
2688.074,- that we obviously are. - <i>Pardon. Excusez moi.</i>,neutral,0.7623399496078491
2689.474,I've been waiting my whole life for this very moment.,neutral,0.9203256368637085
2692.317,[console buzzes],neutral,0.6942781209945679
2693.68,"[sarcastically] Oh, yeah. I love Get Up and Glow.",joy,0.4805256426334381
2696.892,[echoing] <i>Love Get Up and Glow.</i>,joy,0.5374258160591125
2701.401,[all screaming],anger,0.7261609435081482
2702.704,[♪ intense music playing],neutral,0.5098121166229248
2705.641,Abandon broccoli!,sadness,0.5028789043426514
2707.315,[Disgust screams],disgust,0.9767888784408569
2708.911,[Joy screams],neutral,0.7088220715522766
2712.182,[Joy breathing heavily],neutral,0.5463405847549438
2715.26,- [Disgust] Joy! - Give us your hand! Come on.,disgust,0.9818133115768433
2717.763,[both grunting],disgust,0.5009292364120483
2719.437,What is that?,surprise,0.8663126826286316
2720.969,That's a Sar-chasm.,neutral,0.8157312273979187
2722.576,It can open for miles!,surprise,0.4333958029747009
2724.041,Run for your lives!,anger,0.7868303656578064
2725.68,Sar-chasm? Really?,surprise,0.9637562036514282
2727.921,[Riley sarcastically] <i>Get Up and Glow</i>,anger,0.8015792965888977
2729.184,<i>is my favorite band.</i>,joy,0.9049633741378784
2730.66,But she loves Get Up and Glow.,joy,0.6172482967376709
2732.391,They choreograph their own dances.,neutral,0.9479066729545593
2734.334,"Okay, Joy,",joy,0.48946306109428406
2735.262,"if we can't follow the stream,",sadness,0.8496935367584229
2736.399,we don't know where we're going.,surprise,0.5487514734268188
2737.567,"And if we don't know where we're going,",neutral,0.44946837425231934
2738.972,we can't follow the stream!,sadness,0.915324866771698
2740.442,It is an endless loop of tragedy and consequence!,surprise,0.27938926219940186
2744.754,Or we could just ask those guys.,neutral,0.97384113073349
2746.556,"Oh, yeah. Or that.",neutral,0.7171275019645691
2747.994,"Boy, are we so lucky we ran into you guys!",surprise,0.7380308508872986
2751.034,"[echoing in sarcastic voice] Boy, are we so lucky",joy,0.5303961634635925
2754.202,- we ran into you guys! - Huh?,surprise,0.8720101118087769
2757.781,"Please, we really need your help!",fear,0.41501328349113464
2760.714,[echoing in sarcastic voice] We really need your help.,anger,0.4411967098712921
2763.789,What's their problem?,neutral,0.40658125281333923
2765.225,"Guys, you just gotta turn on the charm.",neutral,0.7313144207000732
2767.431,[chuckles] Hey!,joy,0.8814660310745239
2768.795,[echoing in sarcastic voice] I bet you're the best,neutral,0.3827179968357086
2770.164,crane crew in the world!,surprise,0.7940218448638916
2772.907,"Wow, those guys are jerks.",surprise,0.844919741153717
2776.38,"- Wow, those guys are jerks. - [crane beeping]",surprise,0.9164690375328064
2778.882,"[sarcastically] Oh, yeah. Get Up and Glow is so awesome.",neutral,0.3924831449985504
2782.995,"Riley, what are you talking about?",surprise,0.8396614193916321
2784.9,- You love Get Up and Glow. - Oh. Uh...,joy,0.7375565767288208
2787.1,"- Hey, guys. - [Envy groans]",joy,0.78896564245224
2789.069,Why are our best friends,surprise,0.6809372305870056
2790.174,always trying to hang out with us?,surprise,0.669521152973175
2791.938,"Come on, Riley, we just went to their concert.",neutral,0.7966553568840027
2794.716,"Well, yeah.",neutral,0.6693660020828247
2795.856,"- I mean, sure, but like... - But what?",anger,0.2770013213157654
2797.559,We had a great time.,joy,0.9629872441291809
2798.853,"- Grace, you are not helping. - [console buzzes]",sadness,0.46257030963897705
2800.521,"[sarcastically] Oh, yeah,",neutral,0.5678702592849731
2801.793,- we had a great time. - [Fire Hawks exclaim],joy,0.8876845836639404
2803.671,[Riley echoing] <i>Great time.</i>,joy,0.955335795879364
2806.102,[worker clamoring],neutral,0.8240260481834412
2807.241,Why can't they just leave her alone?,anger,0.827281653881073
2809.045,"What are we gonna do now, Joy?",anger,0.3167871832847595
2810.545,"We go the long way, which is the best way.",neutral,0.9478281736373901
2813.122,"Stretch those hammies, Anger. Let's go.",anger,0.9770705699920654
2816.188,Best night of my life.,joy,0.7745283246040344
2818.329,"Well, this has been really fun.",joy,0.9747612476348877
2820.536,Extremely.,surprise,0.3486166000366211
2821.771,But we're gonna go now.,disgust,0.3061111271381378
2822.87,"Okay, bye.",neutral,0.4907960891723633
2824.508,"- [♪ upbeat pop music playing] - Oh, this is",joy,0.9615216255187988
2825.812,the best band ever!,joy,0.5000976324081421
2827.017,"- Okay, Riley! - Michigan knows what's up!",joy,0.3921557366847992
2830.451,"See? As long as we like what they like,",neutral,0.6960012912750244
2832.255,we have all the friends we need.,neutral,0.7006704807281494
2833.623,"- [Riley laughing] - [Sofia] Night, guys.",joy,0.7524124979972839
2835.031,"Well, I think I'm calling it a night.",neutral,0.8468403816223145
2837.068,"- Oh, really? - Yeah, it's late.",surprise,0.8227190375328064
2839.207,"Plus, I think you'll want to get some sleep",neutral,0.9150141477584839
2840.303,before tomorrow's scrimmage.,fear,0.6484044194221497
2841.577,What scrimmage?,surprise,0.7428219318389893
2843.073,Uh. It's just something Coach always does on the last day.,neutral,0.954168975353241
2845.25,It's how Val made the team as a freshman.,neutral,0.9117277264595032
2847.084,Don't tell her that.,neutral,0.5030197501182556
2848.218,Val scored two goals.,joy,0.7993831038475037
2849.929,No freshman has ever done that.,neutral,0.8417202234268188
2851.597,"Dani, stop.",anger,0.7734515070915222
2852.993,"Technically, it's not your tryout for the next year,",neutral,0.9333383440971375
2855.001,but it basically is.,neutral,0.9239452481269836
2857.174,You'll do great. Just be yourself.,neutral,0.9280374050140381
2859.242,[Anxiety] <i>Did you hear that?</i>,fear,0.9473856091499329
2860.512,"We could become a Fire Hawk, like, tomorrow.",neutral,0.9129621982574463
2862.584,But how do we be ourself if our new self isn't ready yet?,neutral,0.8681782484054565
2865.924,[grunts] Excellent point.,joy,0.4317273795604706
2867.392,Let's get these memories downstairs.,neutral,0.9017995595932007
2869.557,[memories clattering],neutral,0.5809025764465332
2870.963,Oh...,neutral,0.6805174946784973
2875.679,[memories clattering],neutral,0.5809025764465332
2880.511,Is that broccoli?,surprise,0.7134424448013306
2883.127,"We're getting deeper and deeper in, Joy.",neutral,0.7950661182403564
2885.631,Great observation.,neutral,0.3396294414997101
2886.768,The long way did turn out,neutral,0.8250011205673218
2887.961,to be a little longer than I thought.,surprise,0.9370851516723633
2889.072,"Anyway, who wants to sing a song?",neutral,0.41770443320274353
2890.571,"Oh, I know a song. It's called, ""I give up.""",disgust,0.5260097980499268
2892.912,Or let's play the quiet game!,joy,0.531490683555603
2894.815,"One, two, three, hush.",disgust,0.48471418023109436
2896.614,"[Anger] I'll tell you what we do,",anger,0.982332170009613
2898.046,we go back up there and we kick those...,anger,0.3871842622756958
2899.488,"[Joy] Anger, now is not the time.",anger,0.9707743525505066
2901.093,"[Disgust] Joy, this is useless.",disgust,0.9772633910179138
2902.393,"Real Riley is out there somewhere,",neutral,0.7600674033164978
2904.101,and we're never going to find her.,sadness,0.7986152172088623
2905.301,"[worker] You know what? Yeah, these can go.",neutral,0.3982386589050293
2906.503,"- Forget 'em! - No, no, no, I can find her.",anger,0.4731065034866333
2907.57,I just need to get a better view.,neutral,0.944916307926178
2911.648,[gasps],neutral,0.8055470585823059
2914.854,[machine whirring],neutral,0.5846157670021057
2923.801,"Okay, well, this isn't working, and that's fine.",neutral,0.32347571849823
2926.212,- Everything's fine. - This is hopeless.,sadness,0.44765520095825195
2927.641,I say we cut our losses and walk back.,neutral,0.6757726669311523
2929.985,This whole trip is just a series,neutral,0.9345846176147461
2931.823,of deader and deader ends.,sadness,0.7157424688339233
2933.291,Ever since that puberty alarm went off,fear,0.9524983167648315
2935.429,nothing around here works the way it's supposed to!,surprise,0.6497313976287842
2938.191,I don't even recognize this place anymore.,disgust,0.5690877437591553
